Exp.Date:,Voyage N°:,Poids:,Montant HT:,filename,Depart,Arrivee
2024-11-12,PARTRP000129183,"2330,00","300,00",SupplierPreInvoiceSPI00521897.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-11-12,PARTRP000129433,"2307,99","400,00",SupplierPreInvoiceSPI00521897.pdf,"FR-95700 ROISSY CDG
A",FR-77550 REAU
2024-11-12,PARTRP000129245,"4815,08","300,00",SupplierPreInvoiceSPI00521897.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-11-12,PARTRP000129893,"261,36","235,40",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-11-12,PARTRP000129895,"320,38","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-11-13,PARTRP000129617,"1637,00","200,00",SupplierPreInvoiceSPI00521897.pdf,"FR-95670 MARLY
A",FR-77610 CHÂTRES
2024-11-13,PARTRP000130224,"724,95","246,10",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-92500 RUEIL
2024-11-13,PARTRP000130225,"433,68","235,40",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-11-13,PARTRP000130050,"3925,00","374,50",SupplierPreInvoiceSPI00521897.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-11-14,PARTRP000130340,"620,23","235,40",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-11-14,PARTRP000130341,"290,82","235,40",SupplierPreInvoiceSPI00521897.pdf,"FR-95500 BONNEUIL EN
A",FR-92340 BOURG LA
2024-11-14,PARTRP000130043,"3800,00","300,00",SupplierPreInvoiceSPI00521897.pdf,"FR-94200 IVRY SUR SEINE
A",FR-60300 SENLIS
2024-09-26,LILTRP000132604,"8925,50","-270,00",SupplierPreInvoiceSPI00525118.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-11-25,LILTRP000136182,"4198,38","270,00",SupplierPreInvoiceSPI00525118.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-11-29,LILTRP000136611,"736,42","250,00",SupplierPreInvoiceSPI00525118.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-11-29,LILTRP000136652,"8125,09","300,00",SupplierPreInvoiceSPI00525118.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYERES-
2024-11-26,PARCTG000214064,"16319,09","190,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77185 LOGNES
A",FR-77185 LOGNES
2024-11-15,PARTRP000130634,"753,23","278,20",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78220 VIROFLAY
2024-11-15,PARTRP000130637,"621,10","342,40",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-92120 MONTROUGE
2024-11-18,PARTRP000130620,"5738,40","170,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77220 GRETZ-
A",FR-77720 MORMANT
2024-11-18,PARTRP000130160,"834,99","200,00",SupplierPreInvoiceSPI00525119.pdf,"FR-95310 ST OUEN
A",FR-80470 ST SAUVEUR
2024-11-18,PARTRP000130734,"283,32","181,90",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-77450 REAU
2024-11-18,PARTRP000130758,"483,30","171,20",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-95530 LA FRETTE SUR
2024-11-19,PARTRP000131021,"1549,82","363,80",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-11-19,PARTRP000131025,"318,63","235,40",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-11-20,PARTRP000130892,"1750,00","150,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77550 MOISSY
A",FR-95650 PUISEUX
2024-11-20,PARTRP000131276,"843,94","246,10",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-94140 ALFORTVILLE
2024-11-20,PARTRP000131277,"199,64","203,30",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78390 BOIS D ARCY
2024-11-21,PARTRP000131447,"343,35","203,30",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-94600 CHOISY LE ROI
2024-11-21,PARTRP000131458,"341,20","235,40",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-11-22,PARTRP000130598,"3861,11","350,00",SupplierPreInvoiceSPI00525119.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-11-22,PARTRP000131656,"593,38","246,10",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-95800 CERGY
2024-11-25,PARTRP000131498,"5417,00","190,00",SupplierPreInvoiceSPI00525119.pdf,"FR-91120 PALAISEAU
A",FR-95670 MARLY
2024-11-25,PARTRP000131838,"393,45","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-91370 VERRIERES LE
2024-11-25,PARTRP000131840,"231,25","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78125 MITTAINVILLE
2024-11-26,PARTRP000132025,"443,25","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-77230 MONTGE EN
2024-11-26,PARTRP000132028,"385,71","246,10",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-11-27,PARTRP000131890,"22263,39","190,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77220 GRETZ-
A",FR-77127 LIEUSAINT
2024-11-27,PARTRP000131911,"1715,00","230,00",SupplierPreInvoiceSPI00525119.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-11-27,PARTRP000132022,"6475,30","200,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77185 LOGNES
A",FR-77310 ST FARGEAU
2024-11-27,PARTRP000132322,"368,26","256,80",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-77720 AUBEPIERRE
2024-11-27,PARTRP000132323,"487,64","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-11-27,PARTRP000132093,"6210,88","374,50",SupplierPreInvoiceSPI00525119.pdf,"FR-77170 BRIE COMTE
A",FR-02800 LA FÈRE
2024-11-28,PARTRP000132056,"1260,00","200,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77134 LES ORMES
A",FR-77210 AVON
2024-11-28,PARTRP000131493,"2929,04","380,00",SupplierPreInvoiceSPI00525119.pdf,"FR-95310 SAINT OUEN
A",FR-60300 SENLIS
2024-11-28,PARTRP000131898,"660,01","200,00",SupplierPreInvoiceSPI00525119.pdf,"FR-95470 SURVILLIERS
A",FR-77550 REAU
2024-11-28,PARTRP000132482,"417,02","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-92220 BAGNEUX
2024-11-28,PARTRP000132485,"435,46","224,70",SupplierPreInvoiceSPI00525119.pdf,"FR-95500 BONNEUIL EN
A",FR-91450 SOISY SUR
2024-11-29,PARTRP000132073,"1297,00","360,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77610 CHATRES
A",FR-95670 MARLY
2024-11-29,PARTRP000129439,"4332,96","810,00",SupplierPreInvoiceSPI00525119.pdf,"FR-77550 MOISSY
A",FR-60300 SENLIS
2024-11-13,RNSTRP000040395,"19190,00","350,00",SupplierPreInvoiceSPI00525120.pdf,"FR-35230 BOURGBARRÉ
A",FR-77550 MOISSY
2024-11-14,RNSTRP000040476,"14555,00","350,00",SupplierPreInvoiceSPI00525120.pdf,"FR-29380 ST THURIEN
A",FR-77240 VERT ST DENIS
2024-12-02,LILTRP000136649,"5872,45","320,00",SupplierPreInvoiceSPI00528333.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-12-02,LILTRP000136643,"6630,22","660,00",SupplierPreInvoiceSPI00528333.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-12-10,LILTRP000137229,"7000,00","320,00",SupplierPreInvoiceSPI00528333.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-12-11,PARCTG000215659,"225,00","150,00",SupplierPreInvoiceSPI00528334.pdf,"FR-77185 LOGNES
A",FR-77185 LOGNES
2024-11-29,PARTRP000131662,"2054,00","200,00",SupplierPreInvoiceSPI00528334.pdf,"FR-77550 MOISSY
A",FR-60300 SENLIS
2024-11-29,PARTRP000132674,"830,97","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-95460 ÉZANVILLE
2024-11-29,PARTRP000132675,"805,01","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-11-29,PARTRP000132684,"806,40","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78190 TRAPPES
2024-12-02,PARTRP000131880,"3942,79","400,00",SupplierPreInvoiceSPI00528334.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-12-02,PARTRP000132820,"559,30","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-12-02,PARTRP000132821,"536,56","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78125 MITTAINVILLE
2024-12-03,PARTRP000132978,"762,45","224,70",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-12-03,PARTRP000132979,"507,39","214,00",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-77400 LAGNY SUR
2024-12-04,PARTRP000132969,"1800,00","230,00",SupplierPreInvoiceSPI00528334.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-12-04,PARTRP000132320,"2662,00","300,00",SupplierPreInvoiceSPI00528334.pdf,"FR-95310 ST OUEN
A",FR-60300 SENLIS
2024-12-04,PARTRP000133203,"901,84","246,10",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78790 SEPTEUIL
2024-12-09,PARTRP000133765,"128,04","203,30",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78570 CHANTELOUP
2024-12-10,PARTRP000133915,"406,55","224,70",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-12-10,PARTRP000133917,"740,16","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78350 JOUY EN JOSAS
2024-12-10,PARTRP000133921,"342,09","214,00",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-77930 ST SAUVEUR
2024-12-10,PARTRP000133923,"702,02","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-77120 COULOMMIERS
2024-12-11,PARTRP000133861,"30,00","150,00",SupplierPreInvoiceSPI00528334.pdf,"FR-77185 LOGNES
A",FR-75009 PARIS
2024-12-11,PARTRP000133350,"3179,00","380,00",SupplierPreInvoiceSPI00528334.pdf,"FR-77550 MOISSY
A",FR-60300 SENLIS
2024-12-11,PARTRP000134193,"543,69","235,40",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78190 TRAPPES
2024-12-11,PARTRP000134196,"583,11","246,10",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-91940 GOMETZ LE
2024-12-11,PARTRP000133945,"5116,00","374,50",SupplierPreInvoiceSPI00528334.pdf,"FR-77170 BRIE COMTE
A",FR-02200 SOISSONS
2024-12-12,PARTRP000133903,"11600,01","200,00",SupplierPreInvoiceSPI00528334.pdf,"FR-60800 CREPY EN
A",FR-93380 PIERREFITTE
2024-12-12,PARTRP000134314,"457,24","203,30",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-12-12,PARTRP000134315,"383,25","192,60",SupplierPreInvoiceSPI00528334.pdf,"FR-95500 BONNEUIL EN
A",FR-78370 PLAISIR
